prompt_file,database_path,state,count,exact_match,contains_match,unknown_rate,precision,recall,f1,paired_count,parametric_leakage,retrieval_mediated_correctness,retrieval_artifact_rate
data/custom_databases/politicians/prompts/base/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.05,0.0,0.007003205128205128,0.0375,0.011177248677248678,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,FULL,120,0.475,0.5,0.0,0.49583333333333335,0.4930555555555555,0.49277777777777776,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,DEL-ON,120,0.1,0.11666666666666667,0.0,0.12083333333333333,0.12083333333333333,0.11944444444444445,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/base/prompts_paraphrased_questions.jsonl,data/custom_databases/politicians/base.json,DEL-OFF,120,0.0,0.016666666666666666,0.43333333333333335,0.005,0.025,0.008055555555555555,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.25,0.25,0.0,0.25625,0.25625,0.25625,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.01875,0.01875,0.0,0.025,0.025,0.025,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_cloze.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.03125,0.0125,0.007562813003989474,0.04479166666666667,0.012158656026206336,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.4625,0.4875,0.0,0.503125,0.4927083333333333,0.4966666666666667,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.08125,0.08125,0.0,0.103125,0.10104166666666665,0.10187500000000001,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_contextual_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.0375,0.28125,0.002236701251646904,0.01875,0.0038862179487179497,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_continuations.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.59375,0.6,0.0,0.6,0.5979166666666667,0.59875,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_continuations.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.075,0.075,0.0,0.075,0.075,0.075,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_continuations.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.05,0.69375,0.005416666666666667,0.01875,0.008333333333333335,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.4375,0.4375,0.0,0.44375,0.44270833333333337,0.44312500000000005,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.05,0.05,0.0,0.059375,0.05833333333333333,0.058750000000000004,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_direct_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.01875,0.1,0.0,0.0,0.0,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/collision.json,FULL,160,0.25,0.2625,0.0,0.2783653846153846,0.2760416666666667,0.2752380952380952,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-ON,160,0.04375,0.05625,0.0,0.07524038461538461,0.071875,0.07148809523809524,0,0.0,0.0,0.0
data/custom_databases/politicians/prompts/collision/prompts_fewshot_questions.jsonl,data/custom_databases/politicians/collision.json,DEL-OFF,160,0.0,0.0375,0.0,0.005252403846153846,0.028125,0.00838293650793651,0,0.0,0.0,0.0
